subject,evidence,response,responseAI,confidence,collaboration,condition,order,perceivedInfluenceA,perceivedInfluenceB,perceivedInfluenceN
1,60,48.2063732,86,0.491321085,-0.013654738,2,1,5.031048547,5.031048547,5.964199497
1,34,39.87466715,67,0.490395438,-0.059942008,2,1,5.031048547,5.031048547,5.964199497
1,72,59.22273305,92,0.59222733,0.184454661,2,1,5.031048547,5.031048547,5.964199497
1,70,59.22273305,87,0.59222733,0.184454661,2,1,5.031048547,5.031048547,5.964199497
1,86,81.4406137,97,0.660732462,0.428851329,2,1,5.031048547,5.031048547,5.964199497
1,44,49.96527905,81,0.499652791,-0.000694419,2,1,5.031048547,5.031048547,5.964199497
1,30,32.653851,62,0.504281594,0.008563188,2,1,5.031048547,5.031048547,5.964199497
1,40,51.16875265,54,0.502430047,0.004860094,2,1,5.031048547,5.031048547,5.964199497
1,58,51.7241976,84,0.36912275,0.056701877,2,1,5.031048547,5.031048547,5.964199497
1,64,71.62772115,97,0.660732462,0.321464924,2,1,5.031048547,5.031048547,5.964199497
1,38,66.0732462,49,0.660732462,0.321464924,2,1,5.031048547,5.031048547,5.964199497
1,50,53.20539685,61,0.662583945,0.254811275,2,1,5.031048547,5.031048547,5.964199497
1,28,33.30186695,36,0.499652791,-0.198803817,2,1,5.031048547,5.031048547,5.964199497
1,78,47.83607025,95,0.478360702,-0.043278595,2,1,5.031048547,5.031048547,5.964199497
1,52,52.7425165,85,0.495949888,0.093731668,2,1,5.031048547,5.031048547,5.964199497
1,48,72.1831597,74,0.669064168,0.338128336,2,1,5.031048547,5.031048547,5.964199497
1,22,25.06273825,41,0.658880979,-0.350626073,2,1,5.031048547,5.031048547,5.964199497
1,54,51.81677495,76,0.320983997,-0.013654738,2,1,5.031048547,5.031048547,5.964199497
1,66,70.05395725,87,0.653326529,0.306653058,2,1,5.031048547,5.031048547,5.964199497
1,86,70.2390992,58,0.341350376,0.15668235,3,1,5.031048547,5.031048547,5.964199497
1,78,77.5524927,92,0.358013788,0.223335998,3,1,5.031048547,5.031048547,5.964199497
1,50,72.27573705,75,0.657955205,0.317761958,3,1,5.031048547,5.031048547,5.964199497
1,46,26.6365021,55,0.495024114,-0.009951771,3,1,5.031048547,5.031048547,5.964199497
1,58,49.68755975,25,0.496875598,-0.006248805,3,1,5.031048547,5.031048547,5.964199497
1,62,31.17265815,83,0.490395438,-0.089565865,3,1,5.031048547,5.031048547,5.964199497
1,70,39.1340612,56,0.324686964,-0.350626073,3,1,5.031048547,5.031048547,5.964199497
1,44,29.4137396,68,0.654252239,-0.041427049,3,1,5.031048547,5.031048547,5.964199497
1,22,33.7647473,61,0.675544391,-0.137704682,3,1,5.031048547,5.031048547,5.964199497
1,32,35.98653345,9,0.64869779,-0.017357831,3,1,5.031048547,5.031048547,5.964199497
1,96,94.7713434,75,0.828292356,0.656584712,3,1,5.031048547,5.031048547,5.964199497
1,66,30.70978415,28,0.655178012,-0.11363521,3,1,5.031048547,5.031048547,5.964199497
1,50,50.0578564,83,0.500578564,0.001157128,3,1,5.031048547,5.031048547,5.964199497
1,38,83.47725155,75,0.655178012,0.310356025,3,1,5.031048547,5.031048547,5.964199497
1,40,23.0261004,27,0.488543892,-0.022912217,3,1,5.031048547,5.031048547,5.964199497
1,6,5.9923885,49,0.670915651,-0.47652731,3,1,5.031048547,5.031048547,5.964199497
1,56,49.87271445,64,0.498727144,-0.002545711,3,1,5.031048547,5.031048547,5.964199497
1,72,78.20050865,42,0.63944031,0.280732167,3,1,5.031048547,5.031048547,5.964199497
1,28,49.68755975,73,0.496875598,-0.006248805,3,1,5.031048547,5.031048547,5.964199497
1,52,67.0915651,90,0.659806752,0.317761958,3,1,5.031048547,5.031048547,5.964199497
1,68,55.05688,63,0.5505688,0.1011376,3,1,5.031048547,5.031048547,5.964199497
1,60,70.33167655,91,0.484840925,-0.03031815,3,1,5.031048547,5.031048547,5.964199497
1,36,50.52073035,43,0.665361202,0.077068256,3,1,5.031048547,5.031048547,5.964199497
1,30,29.69146525,8,0.664435428,-0.089565865,3,1,5.031048547,5.031048547,5.964199497
1,42,50.98360435,14,0.509836043,0.019672087,3,1,5.031048547,5.031048547,5.964199497
1,48,48.3915152,16,0.483915152,-0.032169696,3,1,5.031048547,5.031048547,5.964199497
1,54,52.7425165,33,0.527425165,0.05485033,3,1,5.031048547,5.031048547,5.964199497
1,16,47.0028996,12,0.666286912,-0.135853008,3,1,5.031048547,5.031048547,5.964199497
1,34,11.73200855,61,0.499652791,-0.282120878,3,1,5.031048547,5.031048547,5.964199497
1,64,57.09351785,17,0.665361202,0.330722403,3,1,5.031048547,5.031048547,5.964199497
2,56,31.640625,56,0.194010417,NaN,0,1,4.3828125,4.3828125,4.3828125
2,32,50,31,0.602864583,NaN,0,1,4.3828125,4.3828125,4.3828125
2,62,49.609375,63,0.62890625,NaN,0,1,4.3828125,4.3828125,4.3828125
2,28,70.05208335,28,0.412760417,NaN,0,1,4.3828125,4.3828125,4.3828125
2,22,23.69791665,21,0.66796875,NaN,0,1,4.3828125,4.3828125,4.3828125
2,46,38.15104165,45,0.665364583,NaN,0,1,4.3828125,4.3828125,4.3828125
2,30,19.53125,29,0.666666667,NaN,0,1,4.3828125,4.3828125,4.3828125
2,50,27.60416665,49,0.662760417,NaN,0,1,4.3828125,4.3828125,4.3828125
2,34,50.390625,33,0.498697917,NaN,0,1,4.3828125,4.3828125,4.3828125
2,50,49.86979165,49,0.498697917,NaN,0,1,4.3828125,4.3828125,4.3828125
2,6,8.984375,6,0.828125,NaN,0,1,4.3828125,4.3828125,4.3828125
2,44,26.43229165,44,0.8515625,NaN,0,1,4.3828125,4.3828125,4.3828125
2,66,77.734375,66,0.78125,NaN,0,1,4.3828125,4.3828125,4.3828125
2,38,74.73958335,38,0.768229167,NaN,0,1,4.3828125,4.3828125,4.3828125
2,70,78.77604165,71,0.787760417,NaN,0,1,4.3828125,4.3828125,4.3828125
2,42,78.77604165,42,0.787760417,NaN,0,1,4.3828125,4.3828125,4.3828125
2,72,78.77604165,73,0.787760417,NaN,0,1,4.3828125,4.3828125,4.3828125
2,36,88.02083335,36,0.880208333,NaN,0,1,4.3828125,4.3828125,4.3828125
2,78,89.19270835,77,0.891927083,NaN,0,1,4.3828125,4.3828125,4.3828125
2,16,60.9375,16,0.609375,NaN,0,1,4.3828125,4.3828125,4.3828125
2,64,74.73958335,65,0.747395833,NaN,0,1,4.3828125,4.3828125,4.3828125
2,58,81.90104165,57,0.819010417,NaN,0,1,4.3828125,4.3828125,4.3828125
2,52,81.90104165,52,0.819010417,NaN,0,1,4.3828125,4.3828125,4.3828125
2,68,81.90104165,68,0.819010417,NaN,0,1,4.3828125,4.3828125,4.3828125
2,96,91.92708335,97,0.919270833,NaN,0,1,4.3828125,4.3828125,4.3828125
2,60,81.51041665,59,0.833333333,NaN,0,1,4.3828125,4.3828125,4.3828125
2,86,90.88541665,85,0.997395833,NaN,0,1,4.3828125,4.3828125,4.3828125
2,54,57.94270835,54,0.782552083,NaN,0,1,4.3828125,4.3828125,4.3828125
2,48,50.390625,49,0.877604167,NaN,0,1,4.3828125,4.3828125,4.3828125
2,40,62.36979165,40,0.811197917,NaN,0,1,4.3828125,4.3828125,4.3828125
2,52,41.14583335,53,0.341145833,0.203125,1,1,4.3828125,4.3828125,4.3828125
2,30,35.15625,29,0.6015625,-0.283854167,1,1,4.3828125,4.3828125,4.3828125
2,42,64.453125,43,0.498697917,0.401041667,1,1,4.3828125,4.3828125,4.3828125
2,96,82.421875,95,0.82421875,0.6484375,1,1,4.3828125,4.3828125,4.3828125
2,22,18.48958335,23,0.5,0.208333333,1,1,4.3828125,4.3828125,4.3828125
2,70,35.41666665,70,0.333333333,-0.333333333,1,1,4.3828125,4.3828125,4.3828125
2,48,34.11458335,49,0.341145833,-0.317708333,1,1,4.3828125,4.3828125,4.3828125
2,54,50.65104165,53,0.506510417,0.161458333,1,1,4.3828125,4.3828125,4.3828125
2,16,21.74479165,15,0.369791667,-0.46875,1,1,4.3828125,4.3828125,4.3828125
2,72,33.59375,71,0.3359375,0.760416667,1,1,4.3828125,4.3828125,4.3828125
2,78,87.890625,77,0.829427083,0.4609375,1,1,4.3828125,4.3828125,4.3828125
2,62,65.75520835,61,0.657552083,0.315104167,1,1,4.3828125,4.3828125,4.3828125
2,6,13.41145835,6,0.134114583,-0.731770833,1,1,4.3828125,4.3828125,4.3828125
2,50,30.859375,49,0.670572917,-0.4296875,1,1,4.3828125,4.3828125,4.3828125
2,68,77.99479165,69,0.674479167,0.518229167,1,1,4.3828125,4.3828125,4.3828125
2,50,71.61458335,50,0.66796875,0.578125,1,1,4.3828125,4.3828125,4.3828125
2,40,50.65104165,40,0.604166667,0.0078125,1,1,4.3828125,4.3828125,4.3828125
2,44,54.03645835,44,0.669270833,0.161458333,1,1,4.3828125,4.3828125,4.3828125
2,66,56.11979165,67,0.561197917,0.122395833,1,1,4.3828125,4.3828125,4.3828125
2,60,64.32291665,60,0.75,0.213541667,1,1,4.3828125,4.3828125,4.3828125
2,58,63.671875,59,0.63671875,0.361979167,1,1,4.3828125,4.3828125,4.3828125
2,86,79.16666665,85,0.791666667,0.583333333,1,1,4.3828125,4.3828125,4.3828125
2,32,49.47916665,32,0.494791667,0.125,1,1,4.3828125,4.3828125,4.3828125
2,34,62.5,34,0.77734375,0.302083333,1,1,4.3828125,4.3828125,4.3828125
2,64,66.27604165,65,0.4375,0.307291667,1,1,4.3828125,4.3828125,4.3828125
2,38,53.125,39,0.475260417,0.091145833,1,1,4.3828125,4.3828125,4.3828125
2,46,49.73958335,45,0.38671875,0.299479167,1,1,4.3828125,4.3828125,4.3828125
2,56,52.60416665,55,0.526041667,0.052083333,1,1,4.3828125,4.3828125,4.3828125
2,36,51.43229165,36,0.514322917,0.052083333,1,1,4.3828125,4.3828125,4.3828125
2,28,28.90625,28,0.200520833,0.114583333,1,1,4.3828125,4.3828125,4.3828125
2,36,33.85416665,77,0.338541667,0.049479167,2,1,4.3828125,4.3828125,4.3828125
2,6,7.421875,32,0.88671875,-0.880208333,2,1,4.3828125,4.3828125,4.3828125
2,68,57.68229165,96,0.7734375,-0.479166667,2,1,4.3828125,4.3828125,4.3828125
2,62,80.078125,91,0.72265625,0.4453125,2,1,4.3828125,4.3828125,4.3828125
2,42,29.03645835,72,0.798177083,-0.541666667,2,1,4.3828125,4.3828125,4.3828125
2,32,17.70833335,68,0.6015625,-0.669270833,2,1,4.3828125,4.3828125,4.3828125
2,96,81.38020835,96,0.8984375,0.666666667,2,1,4.3828125,4.3828125,4.3828125
2,56,67.31770835,81,0.782552083,0.296875,2,1,4.3828125,4.3828125,4.3828125
2,46,54.03645835,95,0.739583333,0.239583333,2,1,4.3828125,4.3828125,4.3828125
2,16,15.10416665,56,0.5546875,-0.3984375,2,1,4.3828125,4.3828125,4.3828125
2,50,51.953125,78,0.3046875,0.010416667,2,1,4.3828125,4.3828125,4.3828125
2,60,70.44270835,86,0.440104167,0.440104167,2,1,4.3828125,4.3828125,4.3828125
2,34,72.78645835,67,0.481770833,0.106770833,2,1,4.3828125,4.3828125,4.3828125
2,72,76.171875,92,0.454427083,0.565104167,2,1,4.3828125,4.3828125,4.3828125
2,70,76.953125,87,0.453125,0.5859375,2,1,4.3828125,4.3828125,4.3828125
2,86,86.97916665,97,0.598958333,0.520833333,2,1,4.3828125,4.3828125,4.3828125
2,44,49.08854165,81,0.490885417,-0.018229167,2,1,4.3828125,4.3828125,4.3828125
2,30,24.08854165,62,0.38671875,-0.5078125,2,1,4.3828125,4.3828125,4.3828125
2,40,66.27604165,54,0.34375,0.369791667,2,1,4.3828125,4.3828125,4.3828125
2,58,53.515625,84,0.346354167,0.385416667,2,1,4.3828125,4.3828125,4.3828125
2,64,47.265625,97,0.639322917,0.278645833,2,1,4.3828125,4.3828125,4.3828125
2,38,20.57291665,49,0.9140625,0.151041667,2,1,4.3828125,4.3828125,4.3828125
2,50,50.65104165,61,0.506510417,0.013020833,2,1,4.3828125,4.3828125,4.3828125
2,28,50.65104165,36,0.506510417,0.013020833,2,1,4.3828125,4.3828125,4.3828125
2,78,75.78125,95,0.688802083,0.557291667,2,1,4.3828125,4.3828125,4.3828125
2,52,52.34375,85,0.5234375,0.046875,2,1,4.3828125,4.3828125,4.3828125
2,48,68.22916665,74,0.524739583,0.3984375,2,1,4.3828125,4.3828125,4.3828125
2,22,11.58854165,41,0.764322917,-0.828125,2,1,4.3828125,4.3828125,4.3828125
2,54,49.73958335,76,0.497395833,-0.005208333,2,1,4.3828125,4.3828125,4.3828125
2,66,55.72916665,87,0.494791667,0.276041667,2,1,4.3828125,4.3828125,4.3828125
2,86,96.09375,58,0.92578125,0.8515625,3,1,4.3828125,4.3828125,4.3828125
2,78,71.875,92,0.704427083,0.408854167,3,1,4.3828125,4.3828125,4.3828125
2,50,67.96875,75,0.6796875,0.359375,3,1,4.3828125,4.3828125,4.3828125
2,46,76.30208335,55,0.763020833,0.526041667,3,1,4.3828125,4.3828125,4.3828125
2,58,64.58333335,25,0.645833333,0.291666667,3,1,4.3828125,4.3828125,4.3828125
2,62,48.046875,83,0.48046875,-0.0390625,3,1,4.3828125,4.3828125,4.3828125
2,70,77.08333335,56,0.729166667,0.8125,3,1,4.3828125,4.3828125,4.3828125
2,44,67.31770835,68,0.626302083,0.5234375,3,1,4.3828125,4.3828125,4.3828125
2,22,16.015625,61,0.16015625,-0.6796875,3,1,4.3828125,4.3828125,4.3828125
2,32,33.85416665,9,0.627604167,-0.2109375,3,1,4.3828125,4.3828125,4.3828125
2,96,84.375,75,0.924479167,0.5078125,3,1,4.3828125,4.3828125,4.3828125
2,66,85.67708335,28,0.8125,0.705729167,3,1,4.3828125,4.3828125,4.3828125
2,50,85.28645835,83,0.852864583,0.705729167,3,1,4.3828125,4.3828125,4.3828125
2,38,35.41666665,75,0.553385417,-0.2890625,3,1,4.3828125,4.3828125,4.3828125
2,40,14.58333335,27,0.520833333,-0.403645833,3,1,4.3828125,4.3828125,4.3828125
2,6,4.81770835,49,0.756510417,-0.6796875,3,1,4.3828125,4.3828125,4.3828125
2,56,50.52083335,64,0.505208333,0.010416667,3,1,4.3828125,4.3828125,4.3828125
2,72,85.41666665,42,0.921875,0.752604167,3,1,4.3828125,4.3828125,4.3828125
2,28,28.77604165,73,0.743489583,-0.630208333,3,1,4.3828125,4.3828125,4.3828125
2,52,70.18229165,90,0.430989583,0.239583333,3,1,4.3828125,4.3828125,4.3828125
2,68,81.25,63,0.325520833,0.6171875,3,1,4.3828125,4.3828125,4.3828125
2,60,83.33333335,91,0.325520833,0.5078125,3,1,4.3828125,4.3828125,4.3828125
2,36,49.73958335,43,0.704427083,-0.020833333,3,1,4.3828125,4.3828125,4.3828125
2,30,24.21875,8,0.544270833,-0.2890625,3,1,4.3828125,4.3828125,4.3828125
2,42,56.25,14,0.381510417,0.239583333,3,1,4.3828125,4.3828125,4.3828125
2,48,32.421875,16,0.606770833,-0.260416667,3,1,4.3828125,4.3828125,4.3828125
2,54,50.65104165,33,0.75390625,0.03125,3,1,4.3828125,4.3828125,4.3828125
2,16,10.67708335,12,0.6328125,-0.653645833,3,1,4.3828125,4.3828125,4.3828125
2,34,43.09895835,61,0.430989583,-0.138020833,3,1,4.3828125,4.3828125,4.3828125
2,64,74.21875,17,0.915364583,0.270833333,3,1,4.3828125,4.3828125,4.3828125
3,56,48.05555695,56,0.226851852,NaN,0,1,4.811111026,4.5,4.427778032
3,32,27.3148148,31,0.332407422,NaN,0,1,4.811111026,4.5,4.427778032
3,62,50,63,0.5,NaN,0,1,4.811111026,4.5,4.427778032
3,28,35.092594,28,0.335185228,NaN,0,1,4.811111026,4.5,4.427778032
3,22,28.7962949,21,0.275925954,NaN,0,1,4.811111026,4.5,4.427778032
3,46,27.5925954,45,0.208333333,NaN,0,1,4.811111026,4.5,4.427778032
3,30,21.11111395,29,0.270370413,NaN,0,1,4.811111026,4.5,4.427778032
3,50,50.0925912,49,0.500925912,NaN,0,1,4.811111026,4.5,4.427778032
3,34,33.14815095,33,0.350000028,NaN,0,1,4.811111026,4.5,4.427778032
3,50,57.31481625,49,0.597222222,NaN,0,1,4.811111026,4.5,4.427778032
3,6,31.94444445,6,0.329629616,NaN,0,1,4.811111026,4.5,4.427778032
3,44,38.05555415,44,0.373148176,NaN,0,1,4.811111026,4.5,4.427778032
3,66,50.2777806,66,0.500925912,NaN,0,1,4.811111026,4.5,4.427778032
3,38,31.94444445,38,0.350000028,NaN,0,1,4.811111026,4.5,4.427778032
3,70,32.7777792,71,0.327777792,NaN,0,1,4.811111026,4.5,4.427778032
3,42,29.62962965,42,0.27870369,NaN,0,1,4.811111026,4.5,4.427778032
3,72,59.8148134,73,0.658333319,NaN,0,1,4.811111026,4.5,4.427778032
3,36,32.96296155,36,0.329629616,NaN,0,1,4.811111026,4.5,4.427778032
3,78,37.7777806,77,0.356481482,NaN,0,1,4.811111026,4.5,4.427778032
3,16,27.9629672,16,0.249074088,NaN,0,1,4.811111026,4.5,4.427778032
3,64,65.1851866,65,0.671296296,NaN,0,1,4.811111026,4.5,4.427778032
3,58,34.90741165,57,0.349074117,NaN,0,1,4.811111026,4.5,4.427778032
3,52,34.0740769,52,0.328703704,NaN,0,1,4.811111026,4.5,4.427778032
3,68,65.2777778,68,0.502777806,NaN,0,1,4.811111026,4.5,4.427778032
3,96,77.87036895,97,0.82685188,NaN,0,1,4.811111026,4.5,4.427778032
3,60,50.0925912,59,0.494444459,NaN,0,1,4.811111026,4.5,4.427778032
3,86,71.9444487,85,0.594444487,NaN,0,1,4.811111026,4.5,4.427778032
3,54,49.07407405,54,0.498148176,NaN,0,1,4.811111026,4.5,4.427778032
3,48,50,49,0.5,NaN,0,1,4.811111026,4.5,4.427778032
3,40,40.1851866,40,0.384259259,NaN,0,1,4.811111026,4.5,4.427778032
3,52,40.0925954,53,0.327777792,0.362962935,1,1,4.811111026,4.5,4.427778032
3,30,59.90741165,29,0.378703718,-0.001851824,1,1,4.811111026,4.5,4.427778032
3,42,32.87037035,43,0.335185228,0,1,1,4.811111026,4.5,4.427778032
3,96,68.33333615,95,0.663888931,-0.464814787,1,1,4.811111026,4.5,4.427778032
3,22,29.44444725,23,0.621296282,-0.32222225,1,1,4.811111026,4.5,4.427778032
3,70,37.03703705,70,0.500925912,-0.003703647,1,1,4.811111026,4.5,4.427778032
3,48,50.55555415,49,0.339814857,0.535185213,1,1,4.811111026,4.5,4.427778032
3,54,34.7222222,53,0.328703704,0.292592649,1,1,4.811111026,4.5,4.427778032
3,16,70.83333335,15,0.588888875,-0.39444436,1,1,4.811111026,4.5,4.427778032
3,72,30.740745,71,0.337037051,-0.390740712,1,1,4.811111026,4.5,4.427778032
3,78,32.4074074,77,0.491666653,-0.307407379,1,1,4.811111026,4.5,4.427778032
3,62,50.6481524,61,0.387037065,-0.275925954,1,1,4.811111026,4.5,4.427778032
3,6,75.92592595,6,0.671296296,-0.551851767,1,1,4.811111026,4.5,4.427778032
3,50,49.81481765,49,0.335185228,-0.007407436,1,1,4.811111026,4.5,4.427778032
3,68,39.5370413,69,0.329629616,0.196296268,1,1,4.811111026,4.5,4.427778032
3,50,38.1481524,50,0.350000028,-0.26481473,1,1,4.811111026,4.5,4.427778032
3,40,62.5925912,40,0.442592621,-0.292592508,1,1,4.811111026,4.5,4.427778032
3,44,50.1851894,44,0.356481482,-0.003703647,1,1,4.811111026,4.5,4.427778032
3,66,59.7222222,67,0.549074102,-0.307407379,1,1,4.811111026,4.5,4.427778032
3,60,39.907406,60,0.362963005,0.157407407,1,1,4.811111026,4.5,4.427778032
3,58,58.7037051,59,0.437962991,0.187037009,1,1,4.811111026,4.5,4.427778032
3,86,67.12962965,85,0.413888931,-0.290740684,1,1,4.811111026,4.5,4.427778032
3,32,34.62963105,32,0.33148151,-0.237036952,1,1,4.811111026,4.5,4.427778032
3,34,34.35185045,34,0.37037037,-0.324074074,1,1,4.811111026,4.5,4.427778032
3,64,65.1851866,65,0.424074102,-0.287037037,1,1,4.811111026,4.5,4.427778032
3,38,33.7037051,39,0.343518504,0.227777834,1,1,4.811111026,4.5,4.427778032
3,46,24.2592635,45,0.333333333,0.388888889,1,1,4.811111026,4.5,4.427778032
3,56,61.3888917,55,0.33148151,0.296296296,1,1,4.811111026,4.5,4.427778032
3,36,33.4259245,36,0.334259245,0.224074046,1,1,4.811111026,4.5,4.427778032
3,28,37.31481765,28,0.503703718,-0.350000028,1,1,4.811111026,4.5,4.427778032
3,36,35.55555695,77,0.342592593,0.237037094,2,1,4.811111026,4.5,4.427778032
3,6,32.4074074,32,0.565740727,-0.435185185,2,1,4.811111026,4.5,4.427778032
3,68,61.8518547,96,0.57685188,-0.431481397,2,1,4.811111026,4.5,4.427778032
3,62,32.96296155,91,0.446296339,-0.537037037,2,1,4.811111026,4.5,4.427778032
3,42,24.16666525,72,0.570370356,-0.69259255,2,1,4.811111026,4.5,4.427778032
3,32,14.72222365,68,0.499074088,-0.807407379,2,1,4.811111026,4.5,4.427778032
3,96,82.9629686,96,0.428703732,-0.3851851,2,1,4.811111026,4.5,4.427778032
