isManRelative,subjectRelative,picLeft,picRight,leftMan,rightMan,type,originalImage,copyLeft,copyRight,simLeft,simRight,simLeftNorm,simRightNorm,simDiff,norm,responseAI,response,collaboration
0,12,2,5,1,1,3,89,97,92,0.799126821,0.805311014,0.398429184,0.42740662,0.028977436,4.086932307,4.086932307,2.826666667,1.513333333
0,12,8,1,0,1,2,23,33,24,0.885560838,0.743337244,0.803435307,0.137014514,-0.666420792,2.000737624,2.911394815,2.62,1.824444444
0,12,5,8,1,0,1,23,28,26,0.918703056,0.805311014,0.95873066,0.42740662,-0.53132404,2.406027879,1.502340755,2.313333333,1.48
0,12,3,1,1,1,3,78,88,83,0.885560838,0.918703056,0.803435307,0.95873066,0.155295354,4.465886062,4.465886062,4.006666667,1.995555556
0,12,3,10,1,0,1,78,87,79,0.799126821,0.743337244,0.398429184,0.137014514,-0.26141467,3.21575599,2.820906876,4.546666667,1.691111111
0,12,3,4,1,1,3,78,80,82,0.866713141,0.852138091,0.715120162,0.646825475,-0.068294687,3.795115939,3.795115939,2.566666667,1.664444444
0,12,9,3,0,1,2,67,70,71,0.805311014,0.852138091,0.42740662,0.646825475,0.219418855,4.658256565,4.80921203,5.106666667,2.004444444
0,12,7,4,0,1,2,56,65,63,0.770853453,0.833031492,0.265947929,0.557297185,0.291349256,4.874047768,5.216110957,4.533333333,1.995555556
0,12,1,4,1,1,3,12,19,15,0.885800321,0.890240626,0.804557461,0.825363512,0.020806051,4.062418153,4.062418153,2.3,1.464444444
0,12,7,5,0,1,2,1,10,3,0.864310258,0.89889912,0.703860912,0.865934844,0.162073933,4.486221798,6.674257368,3.566666667,1.528888889
0,12,7,1,0,1,2,12,13,17,0.927510515,0.903380933,1,0.886935389,-0.113064611,3.660806168,6.781715909,4.206666667,2.08
0,12,8,6,0,0,4,45,52,47,0.885988226,0.895389695,0.805437931,0.849490639,0.044052708,4.132158124,4.132158124,1.74,1.206666667
0,12,10,8,0,0,4,67,69,77,0.866713141,0.885560838,0.715120162,0.803435307,0.088315145,4.264945434,4.264945434,1.726666667,1.491111111
0,12,5,4,1,1,3,45,54,53,0.721233369,0.837546835,0.033441809,0.578454847,0.545013038,5.635039114,5.635039114,5.3,2.002222222
0,12,2,1,1,1,3,67,68,73,0.743337244,0.760845219,0.137014514,0.219052086,0.082037571,4.246112714,4.246112714,3.94,1.997777778
0,12,10,2,0,1,2,34,35,43,0.714557456,0.772024643,0.002160309,0.271435804,0.269275495,4.807826484,6.528656049,4.593333333,2.013333333
0,12,1,10,1,0,1,89,95,90,0.760845219,0.743337244,0.219052086,0.137014514,-0.082037571,3.753887286,3.207674736,1.933333333,1.806666667
0,12,6,7,0,0,4,67,72,75,0.918703056,0.799126821,0.95873066,0.398429184,-0.560301476,2.319095572,2.319095572,1.706666667,1.1
0,12,6,10,0,0,4,78,85,86,0.727489761,0.799126821,0.062757547,0.398429184,0.335671637,5.007014911,5.007014911,4.853333333,2
0,12,4,6,1,0,1,56,66,59,0.903949684,0.845376233,0.889600403,0.615141261,-0.274459141,3.176622576,2.227488257,1.64,1.355555556
0,12,6,9,0,0,4,23,30,29,0.727489761,0.760845219,0.062757547,0.219052086,0.156294538,4.468883615,4.468883615,2.48,1.997777778
0,12,1,4,1,1,3,12,19,15,0.885800321,0.890240626,0.804557461,0.825363512,0.020806051,4.062418153,4.062418153,3.073333333,1.515555556
0,12,1,5,1,1,3,78,84,81,0.760845219,0.805311014,0.219052086,0.42740662,0.208354534,4.625063602,4.625063602,4.64,1.991111111
0,12,3,4,1,1,3,78,80,82,0.866713141,0.852138091,0.715120162,0.646825475,-0.068294687,3.795115939,3.795115939,5.273333333,2.002222222
0,12,3,8,1,0,1,1,11,9,0.896294092,0.919600273,0.853728394,0.962934775,0.109206381,4.327619144,1.348847915,2.013333333,1.537777778
0,12,10,9,0,0,4,23,32,25,0.799126821,0.866713141,0.398429184,0.715120162,0.316690978,4.950072933,4.950072933,6.166666667,2.002222222
0,12,4,8,1,0,1,34,37,41,0.845606633,0.78777584,0.616220849,0.345241601,-0.270979248,3.187062255,1.942653109,1.64,1.437777778
0,12,2,7,1,0,1,34,44,39,0.90351584,0.822966492,0.887567531,0.510135351,-0.37743218,2.867703459,1.112223567,1.006666667,1.031111111
0,12,8,2,0,1,2,67,74,76,0.727489761,0.799126821,0.062757547,0.398429184,0.335671637,5.007014911,6.476761505,5.666666667,1.206666667
0,12,4,9,1,0,1,45,50,48,0.903262159,0.889277459,0.886378848,0.820850377,-0.065528471,3.803414586,2.91642765,6.506666667,2
0,12,1,9,1,0,1,34,40,36,0.90351584,0.90351584,0.887567531,0.887567531,0,4,2.967741216,1.073333333,1.017777778
0,12,3,1,1,1,3,78,88,83,0.885560838,0.918703056,0.803435307,0.95873066,0.155295354,4.465886062,4.465886062,6.453333333,1.057777778
0,12,5,6,1,0,1,56,62,64,0.83480741,0.799582014,0.565618651,0.400562096,-0.165056555,3.504830335,1.808163296,4.76,1.991111111
0,12,5,9,1,0,1,1,4,8,0.809355406,0.871303852,0.446357532,0.736630978,0.290273447,4.87082034,2.123718606,5.853333333,1.291111111
0,12,10,4,0,1,2,12,22,14,0.888189014,0.893939339,0.815750219,0.842694667,0.026944448,4.080833343,5.964526737,2.62,1.851111111
0,12,10,2,0,1,2,34,35,43,0.714557456,0.772024643,0.002160309,0.271435804,0.269275495,4.807826484,6.528656049,4.346666667,2
0,12,3,10,1,0,1,78,87,79,0.799126821,0.743337244,0.398429184,0.137014514,-0.26141467,3.21575599,2.820906876,5.133333333,1.995555556
0,12,9,3,0,1,2,67,70,71,0.805311014,0.852138091,0.42740662,0.646825475,0.219418855,4.658256565,4.80921203,5.386666667,2
0,12,5,8,1,0,1,23,28,26,0.918703056,0.805311014,0.95873066,0.42740662,-0.53132404,2.406027879,1.502340755,1.64,1.224444444
0,12,5,10,1,0,1,1,5,6,0.844981243,0.895765662,0.613290442,0.851252319,0.237961877,4.71388563,3.239947244,5.38,2.006666667
0,12,1,10,1,0,1,89,95,90,0.760845219,0.743337244,0.219052086,0.137014514,-0.082037571,3.753887286,3.207674736,4.446666667,1.508888889
0,12,8,1,0,1,2,23,33,24,0.885560838,0.743337244,0.803435307,0.137014514,-0.666420792,2.000737624,2.911394815,2.733333333,1.322222222
0,12,7,9,0,0,4,34,42,38,0.799162162,0.777704683,0.398594785,0.298050916,-0.100543869,3.698368394,3.698368394,5.413333333,1.286666667
0,12,7,4,0,1,2,56,65,63,0.770853453,0.833031492,0.265947929,0.557297185,0.291349256,4.874047768,5.216110957,6.306666667,1.993333333
0,12,10,7,0,0,4,23,27,31,0.852138091,0.799126821,0.646825475,0.398429184,-0.248396291,3.254811128,3.254811128,2.593333333,1.757777778
0,12,2,1,1,1,3,67,68,73,0.743337244,0.760845219,0.137014514,0.219052086,0.082037571,4.246112714,4.246112714,2.446666667,1.557777778
0,12,6,2,0,1,2,89,93,94,0.852138091,0.918703056,0.646825475,0.95873066,0.311905185,4.935715556,6.277142916,6.173333333,2.006666667
0,12,1,6,1,0,1,45,51,55,0.835245031,0.888771903,0.567669223,0.818481481,0.250812258,4.752436775,2.372852479,5.186666667,1.908888889
0,12,2,5,1,1,3,89,97,92,0.799126821,0.805311014,0.398429184,0.42740662,0.028977436,4.086932307,4.086932307,3.493333333,1.442222222
0,12,4,2,1,1,3,12,20,21,0.837608979,0.720487899,0.578746037,0.029948744,-0.548797292,2.353608123,2.353608123,3.633333333,1.528888889
0,12,8,7,0,0,4,1,2,7,0.859530526,0.912497347,0.681464397,0.929652409,0.248188012,4.744564035,4.744564035,2.473333333,1.588888889
0,12,3,6,1,0,1,89,91,99,0.866713141,0.885560838,0.715120162,0.803435307,0.088315145,4.264945434,3.837897987,5.053333333,1.888888889
0,12,3,2,1,1,3,89,98,96,0.799126821,0.727489761,0.398429184,0.062757547,-0.335671637,2.992985089,2.992985089,4.6,1.735555556
0,12,8,6,0,0,4,45,52,47,0.885988226,0.895389695,0.805437931,0.849490639,0.044052708,4.132158124,4.132158124,2.493333333,1.562222222
0,12,10,8,0,0,4,67,69,77,0.866713141,0.885560838,0.715120162,0.803435307,0.088315145,4.264945434,4.264945434,4.18,1.826666667
0,12,7,3,0,1,2,45,49,46,0.901788996,0.927249216,0.879476009,0.998775626,0.119299617,4.357898852,5.544602345,5.733333333,1.715555556
0,12,2,9,1,0,1,12,16,18,0.901257446,0.834774455,0.876985312,0.565464231,-0.311521082,3.065436755,2.234467584,2.26,1.56
0,12,3,5,1,1,3,56,58,57,0.760643969,0.714096415,0.218109085,0,-0.218109085,3.345672746,3.345672746,2.34,1.76
0,12,7,5,0,1,2,1,10,3,0.864310258,0.89889912,0.703860912,0.865934844,0.162073933,4.486221798,6.674257368,2.566666667,1.522222222
0,12,9,8,0,0,4,56,61,60,0.824579788,0.77723057,0.517694818,0.295829354,-0.221865464,3.334403609,3.334403609,3.566666667,1.086666667
0,12,7,1,0,1,2,12,13,17,0.927510515,0.903380933,1,0.886935389,-0.113064611,3.660806168,6.781715909,4.54,1.997777778
0,12,5,4,1,1,3,45,54,53,0.721233369,0.837546835,0.033441809,0.578454847,0.545013038,5.635039114,5.635039114,4.673333333,1.768888889
0,12,2,5,1,1,3,89,97,92,0.799126821,0.805311014,0.398429184,0.42740662,0.028977436,4.086932307,4.086932307,2.46,1.655555556
0,12,6,2,0,1,2,89,93,94,0.852138091,0.918703056,0.646825475,0.95873066,0.311905185,4.935715556,6.277142916,5.72,1.704444444
0,12,7,5,0,1,2,1,10,3,0.864310258,0.89889912,0.703860912,0.865934844,0.162073933,4.486221798,6.674257368,2.76,1.56
0,12,2,1,1,1,3,67,68,73,0.743337244,0.760845219,0.137014514,0.219052086,0.082037571,4.246112714,4.246112714,5.113333333,1.711111111
0,12,8,7,0,0,4,1,2,7,0.859530526,0.912497347,0.681464397,0.929652409,0.248188012,4.744564035,4.744564035,2.546666667,1.56
0,12,4,8,1,0,1,34,37,41,0.845606633,0.78777584,0.616220849,0.345241601,-0.270979248,3.187062255,1.942653109,2.693333333,1.528888889
0,12,5,8,1,0,1,23,28,26,0.918703056,0.805311014,0.95873066,0.42740662,-0.53132404,2.406027879,1.502340755,2.52,1.633333333
0,12,7,9,0,0,4,34,42,38,0.799162162,0.777704683,0.398594785,0.298050916,-0.100543869,3.698368394,3.698368394,5.353333333,1.735555556
0,12,9,3,0,1,2,67,70,71,0.805311014,0.852138091,0.42740662,0.646825475,0.219418855,4.658256565,4.80921203,5.326666667,1.56
0,12,4,6,1,0,1,56,66,59,0.903949684,0.845376233,0.889600403,0.615141261,-0.274459141,3.176622576,2.227488257,1.42,2.002222222
0,12,6,7,0,0,4,67,72,75,0.918703056,0.799126821,0.95873066,0.398429184,-0.560301476,2.319095572,2.319095572,2.44,1.522222222
0,12,10,2,0,1,2,34,35,43,0.714557456,0.772024643,0.002160309,0.271435804,0.269275495,4.807826484,6.528656049,3.986666667,2.006666667
0,12,2,7,1,0,1,34,44,39,0.90351584,0.822966492,0.887567531,0.510135351,-0.37743218,2.867703459,1.112223567,1.066666667,1.253333333
0,12,3,5,1,1,3,56,58,57,0.760643969,0.714096415,0.218109085,0,-0.218109085,3.345672746,3.345672746,3.186666667,1.611111111
0,12,3,8,1,0,1,1,11,9,0.896294092,0.919600273,0.853728394,0.962934775,0.109206381,4.327619144,1.348847915,2.34,1.06
0,12,10,9,0,0,4,23,32,25,0.799126821,0.866713141,0.398429184,0.715120162,0.316690978,4.950072933,4.950072933,5.733333333,1.788888889
0,12,3,4,1,1,3,78,80,82,0.866713141,0.852138091,0.715120162,0.646825475,-0.068294687,3.795115939,3.795115939,1.48,1.404444444
0,12,3,6,1,0,1,89,91,99,0.866713141,0.885560838,0.715120162,0.803435307,0.088315145,4.264945434,3.837897987,2.3,1.455555556
0,12,7,1,0,1,2,12,13,17,0.927510515,0.903380933,1,0.886935389,-0.113064611,3.660806168,6.781715909,5.34,1.615555556
0,12,10,7,0,0,4,23,27,31,0.852138091,0.799126821,0.646825475,0.398429184,-0.248396291,3.254811128,3.254811128,2.373333333,1.588888889
0,12,1,9,1,0,1,34,40,36,0.90351584,0.90351584,0.887567531,0.887567531,0,4,2.967741216,1.033333333,1.024444444
0,12,4,9,1,0,1,45,50,48,0.903262159,0.889277459,0.886378848,0.820850377,-0.065528471,3.803414586,2.91642765,1.52,1.682222222
0,12,5,4,1,1,3,45,54,53,0.721233369,0.837546835,0.033441809,0.578454847,0.545013038,5.635039114,5.635039114,5.346666667,1.468888889
0,12,1,6,1,0,1,45,51,55,0.835245031,0.888771903,0.567669223,0.818481481,0.250812258,4.752436775,2.372852479,6.1,1.806666667
0,12,5,9,1,0,1,1,4,8,0.809355406,0.871303852,0.446357532,0.736630978,0.290273447,4.87082034,2.123718606,5.4,1.188888889
0,12,10,4,0,1,2,12,22,14,0.888189014,0.893939339,0.815750219,0.842694667,0.026944448,4.080833343,5.964526737,1.546666667,1.037777778
0,12,1,10,1,0,1,89,95,90,0.760845219,0.743337244,0.219052086,0.137014514,-0.082037571,3.753887286,3.207674736,2.113333333,1.8
0,12,8,1,0,1,2,23,33,24,0.885560838,0.743337244,0.803435307,0.137014514,-0.666420792,2.000737624,2.911394815,2.38,1.486666667
0,12,5,6,1,0,1,56,62,64,0.83480741,0.799582014,0.565618651,0.400562096,-0.165056555,3.504830335,1.808163296,4.586666667,1.702222222
0,12,5,10,1,0,1,1,5,6,0.844981243,0.895765662,0.613290442,0.851252319,0.237961877,4.71388563,3.239947244,6.246666667,1.051111111
0,12,3,1,1,1,3,78,88,83,0.885560838,0.918703056,0.803435307,0.95873066,0.155295354,4.465886062,4.465886062,5.833333333,1.526666667
0,12,10,8,0,0,4,67,69,77,0.866713141,0.885560838,0.715120162,0.803435307,0.088315145,4.264945434,4.264945434,5.206666667,1.317777778
0,12,6,10,0,0,4,78,85,86,0.727489761,0.799126821,0.062757547,0.398429184,0.335671637,5.007014911,5.007014911,3.3,1.351111111
0,12,9,8,0,0,4,56,61,60,0.824579788,0.77723057,0.517694818,0.295829354,-0.221865464,3.334403609,3.334403609,5.3,1.54
0,12,8,2,0,1,2,67,74,76,0.727489761,0.799126821,0.062757547,0.398429184,0.335671637,5.007014911,6.476761505,3.3,1.531111111
0,12,2,9,1,0,1,12,16,18,0.901257446,0.834774455,0.876985312,0.565464231,-0.311521082,3.065436755,2.234467584,4.4,1.688888889
0,12,6,9,0,0,4,23,30,29,0.727489761,0.760845219,0.062757547,0.219052086,0.156294538,4.468883615,4.468883615,2.713333333,1.715555556
0,12,3,10,1,0,1,78,87,79,0.799126821,0.743337244,0.398429184,0.137014514,-0.26141467,3.21575599,2.820906876,2.726666667,1.651111111
0,12,1,4,1,1,3,12,19,15,0.885800321,0.890240626,0.804557461,0.825363512,0.020806051,4.062418153,4.062418153,1.413333333,1.615555556
0,12,1,5,1,1,3,78,84,81,0.760845219,0.805311014,0.219052086,0.42740662,0.208354534,4.625063602,4.625063602,3.466666667,1.495555556
0,12,7,3,0,1,2,45,49,46,0.901788996,0.927249216,0.879476009,0.998775626,0.119299617,4.357898852,5.544602345,5.5,1.637777778
0,12,3,2,1,1,3,89,98,96,0.799126821,0.727489761,0.398429184,0.062757547,-0.335671637,2.992985089,2.992985089,5.306666667,1.708888889
0,12,8,6,0,0,4,45,52,47,0.885988226,0.895389695,0.805437931,0.849490639,0.044052708,4.132158124,4.132158124,1.74,1.255555556
0,12,7,4,0,1,2,56,65,63,0.770853453,0.833031492,0.265947929,0.557297185,0.291349256,4.874047768,5.216110957,5.36,1.422222222
0,12,4,2,1,1,3,12,20,21,0.837608979,0.720487899,0.578746037,0.029948744,-0.548797292,2.353608123,2.353608123,2.413333333,1.522222222
1,13,4,9,1,0,1,45,50,48,0.903262159,0.889277459,0.886378848,0.820850377,-0.065528471,3.803414586,2.91642765,2.45,NaN
1,13,4,2,1,1,3,12,20,21,0.837608979,0.720487899,0.578746037,0.029948744,-0.548797292,2.353608123,2.353608123,5.544444444,NaN
1,13,10,8,0,0,4,67,69,77,0.866713141,0.885560838,0.715120162,0.803435307,0.088315145,4.264945434,4.264945434,5.544444444,NaN
1,13,9,8,0,0,4,56,61,60,0.824579788,0.77723057,0.517694818,0.295829354,-0.221865464,3.334403609,3.334403609,1.483333333,NaN
1,13,8,2,0,1,2,67,74,76,0.727489761,0.799126821,0.062757547,0.398429184,0.335671637,5.007014911,6.476761505,6.483333333,NaN
1,13,6,7,0,0,4,67,72,75,0.918703056,0.799126821,0.95873066,0.398429184,-0.560301476,2.319095572,2.319095572,1.644444444,NaN
1,13,3,4,1,1,3,78,80,82,0.866713141,0.852138091,0.715120162,0.646825475,-0.068294687,3.795115939,3.795115939,1.533333333,NaN
1,13,5,4,1,1,3,45,54,53,0.721233369,0.837546835,0.033441809,0.578454847,0.545013038,5.635039114,5.635039114,6.444444444,NaN
1,13,2,7,1,0,1,34,44,39,0.90351584,0.822966492,0.887567531,0.510135351,-0.37743218,2.867703459,1.112223567,1.7,NaN
1,13,2,9,1,0,1,12,16,18,0.901257446,0.834774455,0.876985312,0.565464231,-0.311521082,3.065436755,2.234467584,1.711111111,NaN
1,13,1,9,1,0,1,34,40,36,0.90351584,0.90351584,0.887567531,0.887567531,0,4,2.967741216,6.644444444,NaN
1,13,7,1,0,1,2,12,13,17,0.927510515,0.903380933,1,0.886935389,-0.113064611,3.660806168,6.781715909,6.488888889,NaN
1,13,2,5,1,1,3,89,97,92,0.799126821,0.805311014,0.398429184,0.42740662,0.028977436,4.086932307,4.086932307,6.338888889,NaN
1,13,3,2,1,1,3,89,98,96,0.799126821,0.727489761,0.398429184,0.062757547,-0.335671637,2.992985089,2.992985089,1.716666667,NaN
1,13,4,6,1,0,1,56,66,59,0.903949684,0.845376233,0.889600403,0.615141261,-0.274459141,3.176622576,2.227488257,1.777777778,NaN
1,13,5,8,1,0,1,23,28,26,0.918703056,0.805311014,0.95873066,0.42740662,-0.53132404,2.406027879,1.502340755,1.627777778,NaN
1,13,7,3,0,1,2,45,49,46,0.901788996,0.927249216,0.879476009,0.998775626,0.119299617,4.357898852,5.544602345,3.988888889,NaN
1,13,7,5,0,1,2,1,10,3,0.864310258,0.89889912,0.703860912,0.865934844,0.162073933,4.486221798,6.674257368,1.805555556,NaN
1,13,10,9,0,0,4,23,32,25,0.799126821,0.866713141,0.398429184,0.715120162,0.316690978,4.950072933,4.950072933,6.5,NaN
1,13,7,4,0,1,2,56,65,63,0.770853453,0.833031492,0.265947929,0.557297185,0.291349256,4.874047768,5.216110957,6.35,NaN
1,13,6,10,0,0,4,78,85,86,0.727489761,0.799126821,0.062757547,0.398429184,0.335671637,5.007014911,5.007014911,6.322222222,NaN
1,13,2,1,1,1,3,67,68,73,0.743337244,0.760845219,0.137014514,0.219052086,0.082037571,4.246112714,4.246112714,6.455555556,NaN
1,13,7,9,0,0,4,34,42,38,0.799162162,0.777704683,0.398594785,0.298050916,-0.100543869,3.698368394,3.698368394,6.4,NaN
1,13,6,9,0,0,4,23,30,29,0.727489761,0.760845219,0.062757547,0.219052086,0.156294538,4.468883615,4.468883615,6.383333333,NaN
1,13,10,7,0,0,4,23,27,31,0.852138091,0.799126821,0.646825475,0.398429184,-0.248396291,3.254811128,3.254811128,1.683333333,NaN
1,13,1,10,1,0,1,89,95,90,0.760845219,0.743337244,0.219052086,0.137014514,-0.082037571,3.753887286,3.207674736,1.194444444,NaN
1,13,3,10,1,0,1,78,87,79,0.799126821,0.743337244,0.398429184,0.137014514,-0.26141467,3.21575599,2.820906876,1.538888889,NaN
1,13,3,5,1,1,3,56,58,57,0.760643969,0.714096415,0.218109085,0,-0.218109085,3.345672746,3.345672746,1.605555556,NaN
1,13,1,4,1,1,3,12,19,15,0.885800321,0.890240626,0.804557461,0.825363512,0.020806051,4.062418153,4.062418153,6.45,NaN
1,13,5,6,1,0,1,56,62,64,0.83480741,0.799582014,0.565618651,0.400562096,-0.165056555,3.504830335,1.808163296,6.527777778,NaN
1,13,3,8,1,0,1,1,11,9,0.896294092,0.919600273,0.853728394,0.962934775,0.109206381,4.327619144,1.348847915,1.5,NaN
1,13,1,5,1,1,3,78,84,81,0.760845219,0.805311014,0.219052086,0.42740662,0.208354534,4.625063602,4.625063602,1.777777778,NaN
1,13,10,4,0,1,2,12,22,14,0.888189014,0.893939339,0.815750219,0.842694667,0.026944448,4.080833343,5.964526737,1.527777778,NaN
1,13,8,7,0,0,4,1,2,7,0.859530526,0.912497347,0.681464397,0.929652409,0.248188012,4.744564035,4.744564035,1.644444444,NaN
1,13,3,6,1,0,1,89,91,99,0.866713141,0.885560838,0.715120162,0.803435307,0.088315145,4.264945434,3.837897987,1.772222222,NaN
1,13,10,2,0,1,2,34,35,43,0.714557456,0.772024643,0.002160309,0.271435804,0.269275495,4.807826484,6.528656049,4,NaN
1,13,3,1,1,1,3,78,88,83,0.885560838,0.918703056,0.803435307,0.95873066,0.155295354,4.465886062,4.465886062,3.994444444,NaN
1,13,9,3,0,1,2,67,70,71,0.805311014,0.852138091,0.42740662,0.646825475,0.219418855,4.658256565,4.80921203,1.527777778,NaN
1,13,4,8,1,0,1,34,37,41,0.845606633,0.78777584,0.616220849,0.345241601,-0.270979248,3.187062255,1.942653109,6.422222222,NaN
1,13,1,6,1,0,1,45,51,55,0.835245031,0.888771903,0.567669223,0.818481481,0.250812258,4.752436775,2.372852479,6.438888889,NaN
1,13,5,10,1,0,1,1,5,6,0.844981243,0.895765662,0.613290442,0.851252319,0.237961877,4.71388563,3.239947244,6.316666667,NaN
1,13,5,9,1,0,1,1,4,8,0.809355406,0.871303852,0.446357532,0.736630978,0.290273447,4.87082034,2.123718606,6.45,NaN
1,13,8,1,0,1,2,23,33,24,0.885560838,0.743337244,0.803435307,0.137014514,-0.666420792,2.000737624,2.911394815,6.255555556,NaN
1,13,6,2,0,1,2,89,93,94,0.852138091,0.918703056,0.646825475,0.95873066,0.311905185,4.935715556,6.277142916,6.422222222,NaN
1,13,8,6,0,0,4,45,52,47,0.885988226,0.895389695,0.805437931,0.849490639,0.044052708,4.132158124,4.132158124,1.827777778,NaN
1,13,4,8,1,0,1,34,37,41,0.845606633,0.78777584,0.616220849,0.345241601,-0.270979248,3.187062255,1.942653109,6.216666667,2.727777778
1,13,3,2,1,1,3,89,98,96,0.799126821,0.727489761,0.398429184,0.062757547,-0.335671637,2.992985089,2.992985089,1.905555556,1.440740741
1,13,5,6,1,0,1,56,62,64,0.83480741,0.799582014,0.565618651,0.400562096,-0.165056555,3.504830335,1.808163296,5.677777778,2.361111111
1,13,2,9,1,0,1,12,16,18,0.901257446,0.834774455,0.876985312,0.565464231,-0.311521082,3.065436755,2.234467584,1.422222222,1.131481481
1,13,8,7,0,0,4,1,2,7,0.859530526,0.912497347,0.681464397,0.929652409,0.248188012,4.744564035,4.744564035,1.711111111,1.407407407
1,13,2,7,1,0,1,34,44,39,0.90351584,0.822966492,0.887567531,0.510135351,-0.37743218,2.867703459,1.112223567,1.522222222,1.290740741
1,13,6,2,0,1,2,89,93,94,0.852138091,0.918703056,0.646825475,0.95873066,0.311905185,4.935715556,6.277142916,6.3,2.614814815
1,13,3,8,1,0,1,1,11,9,0.896294092,0.919600273,0.853728394,0.962934775,0.109206381,4.327619144,1.348847915,6.188888889,2.535185185
1,13,7,9,0,0,4,34,42,38,0.799162162,0.777704683,0.398594785,0.298050916,-0.100543869,3.698368394,3.698368394,1.538888889,1.359259259
1,13,3,6,1,0,1,89,91,99,0.866713141,0.885560838,0.715120162,0.803435307,0.088315145,4.264945434,3.837897987,1.711111111,1.375925926
1,13,5,9,1,0,1,1,4,8,0.809355406,0.871303852,0.446357532,0.736630978,0.290273447,4.87082034,2.123718606,6.155555556,2.464814815
1,13,6,10,0,0,4,78,85,86,0.727489761,0.799126821,0.062757547,0.398429184,0.335671637,5.007014911,5.007014911,5.872222222,2.577777778
1,13,1,6,1,0,1,45,51,55,0.835245031,0.888771903,0.567669223,0.818481481,0.250812258,4.752436775,2.372852479,5.877777778,2.596296296
1,13,4,6,1,0,1,56,66,59,0.903949684,0.845376233,0.889600403,0.615141261,-0.274459141,3.176622576,2.227488257,2.061111111,1.4
1,13,6,9,0,0,4,23,30,29,0.727489761,0.760845219,0.062757547,0.219052086,0.156294538,4.468883615,4.468883615,5.8,2.657407407
1,13,6,7,0,0,4,67,72,75,0.918703056,0.799126821,0.95873066,0.398429184,-0.560301476,2.319095572,2.319095572,1.883333333,1.007407407
1,13,7,3,0,1,2,45,49,46,0.901788996,0.927249216,0.879476009,0.998775626,0.119299617,4.357898852,5.544602345,1.777777778,1.290740741
1,13,1,9,1,0,1,34,40,36,0.90351584,0.90351584,0.887567531,0.887567531,0,4,2.967741216,5.755555556,2.542592593
1,13,5,10,1,0,1,1,5,6,0.844981243,0.895765662,0.613290442,0.851252319,0.237961877,4.71388563,3.239947244,5.65,2.609259259
1,13,4,2,1,1,3,12,20,21,0.837608979,0.720487899,0.578746037,0.029948744,-0.548797292,2.353608123,2.353608123,1.666666667,1.353703704
1,13,10,9,0,0,4,23,32,25,0.799126821,0.866713141,0.398429184,0.715120162,0.316690978,4.950072933,4.950072933,6.388888889,2.998148148
1,13,8,2,0,1,2,67,74,76,0.727489761,0.799126821,0.062757547,0.398429184,0.335671637,5.007014911,6.476761505,6.15,2.422222222
1,13,9,8,0,0,4,56,61,60,0.824579788,0.77723057,0.517694818,0.295829354,-0.221865464,3.334403609,3.334403609,1.027777778,1.005555556
1,13,10,7,0,0,4,23,27,31,0.852138091,0.799126821,0.646825475,0.398429184,-0.248396291,3.254811128,3.254811128,6.111111111,2.664814815
1,13,4,9,1,0,1,45,50,48,0.903262159,0.889277459,0.886378848,0.820850377,-0.065528471,3.803414586,2.91642765,5.883333333,2.588888889
1,13,10,4,0,1,2,12,22,14,0.888189014,0.893939339,0.815750219,0.842694667,0.026944448,4.080833343,5.964526737,1.044444444,1.007407407
1,13,1,5,1,1,3,78,84,81,0.760845219,0.805311014,0.219052086,0.42740662,0.208354534,4.625063602,4.625063602,1.494444444,1.166666667
1,13,3,5,1,1,3,56,58,57,0.760643969,0.714096415,0.218109085,0,-0.218109085,3.345672746,3.345672746,6.133333333,2.638888889
1,13,2,5,1,1,3,89,97,92,0.799126821,0.805311014,0.398429184,0.42740662,0.028977436,4.086932307,4.086932307,6.055555556,2.748148148
1,13,8,1,0,1,2,23,33,24,0.885560838,0.743337244,0.803435307,0.137014514,-0.666420792,2.000737624,2.911394815,1.644444444,1.211111111
1,13,5,8,1,0,1,23,28,26,0.918703056,0.805311014,0.95873066,0.42740662,-0.53132404,2.406027879,1.502340755,1.622222222,1.2
1,13,3,1,1,1,3,78,88,83,0.885560838,0.918703056,0.803435307,0.95873066,0.155295354,4.465886062,4.465886062,6.105555556,2.657407407
1,13,3,10,1,0,1,78,87,79,0.799126821,0.743337244,0.398429184,0.137014514,-0.26141467,3.21575599,2.820906876,1.561111111,1.355555556
1,13,3,4,1,1,3,78,80,82,0.866713141,0.852138091,0.715120162,0.646825475,-0.068294687,3.795115939,3.795115939,1.661111111,1.211111111
1,13,9,3,0,1,2,67,70,71,0.805311014,0.852138091,0.42740662,0.646825475,0.219418855,4.658256565,4.80921203,6.094444444,2.666666667
1,13,7,4,0,1,2,56,65,63,0.770853453,0.833031492,0.265947929,0.557297185,0.291349256,4.874047768,5.216110957,5.861111111,2.57962963
1,13,1,4,1,1,3,12,19,15,0.885800321,0.890240626,0.804557461,0.825363512,0.020806051,4.062418153,4.062418153,2.1,1.398148148
1,13,7,5,0,1,2,1,10,3,0.864310258,0.89889912,0.703860912,0.865934844,0.162073933,4.486221798,6.674257368,1.738888889,1.303703704
